index_label,material,Gap,type_gap,lattice,cbm_up,cbm_down,vbm_up,vbm_down,lexing,CBM-up,VBM-up,CBM-down,VBM-down
1573,SGaAlSe+TeInGaS-3,0.443,Direct,3.832,0.7042,0.0003,0.7059,0.0003,1,-4.4359876,-4.8791876,-4.9428027,-5.3860027
1574,SeInGaTe+TeGaAlS,1.675,Indirect,3.978,0.0734,0.4218,0.6696,0,2,-3.6474013,-5.3222013,-3.5819977,-5.2567977
1575,SGaAlSe+TeInAlSe-2,0.104,Direct,3.869,0.1097,0.466,0.6906,0.0076,2,-4.3089523,-4.4128523,-4.3697574,-4.4736574
1576,SeInGaTe+SInAlTe-2,2.06,Indirect,4.053,0.2072,0.4059,0.3508,0.2725,6,-4.163043,-6.223043,-4.1123861,-6.1723861
1577,SGaAlSe+TeGaAlS-2,1.222,Indirect,3.768,0.2505,0.027,0.704,0,1,-3.5928154,-4.8148154,-4.1739501,-5.3959501
1578,SGaAlSe+SInGaTe-3,1.973,Indirect,3.856,0.5554,0.0118,0.0559,0.5297,2,-3.0831841,-5.0559841,-4.6751149,-6.6479149
1579,SGaAlSe+TeGaAlS,0.542,Indirect,3.771,0.0065,0.3176,0.7033,0,2,-3.8178545,-4.3594545,-3.7190736,-4.2606736
1580,SeInGaTe+TeGaAlS-2,1.764,Direct,3.975,0.4213,0.0504,0.6706,0,1,-3.8850351,-5.6492351,-4.1402087,-5.9044087
1581,SGaAlSe+SInAlSe-1,2.231,Indirect,3.761,0.3082,0.0318,0.145,0.4439,5,-3.2517091,-5.4829091,-3.5757847,-5.8069847
1582,SGaAlSe+TeGaAlS-1,0.833,Indirect,3.769,0.0215,0.3069,0.7028,0.0004,2,-3.5800362,-4.4133362,-3.5247886,-4.3580886
1583,SGaAlSe+TeInAlS-3,0.2,Direct,3.807,0.7034,0.0003,0.7035,0.0003,1,-3.6152724,-3.8151724,-4.8493965,-5.0492965
1584,SGaAlSe+TeInAlSe-3,0.915,Indirect,3.866,0.3233,0.0236,0.7001,0.0003,1,-3.8433011,-4.7583011,-3.9881679,-4.9031679
1585,SeInGaTe+TeGaAlSe,1.87,Indirect,4.022,0.0484,0.4853,0.6627,0,2,-3.9399376,-5.8096376,-3.2764094,-5.1461094
1586,SGaAlSe+SInGaSe-1,2.443,Indirect,3.769,0.0828,0.2754,0.2282,0.3901,6,-3.4222661,-5.8654661,-3.3985715,-5.8417715
1587,SGaAlSe+TeInAlS-2,0.098,Direct,3.809,0.7039,0,0.7036,0,1,-4.1857979,-4.2833979,-4.2444894,-4.3420894
1588,SeInGaTe+TeInAlS-1,1.004,Direct,4.027,0.3609,0.1548,0.6829,0.0029,5,-3.9302855,-4.9339855,-3.9197818,-4.9234818
1589,SGaAlSe+TeGaAlSe-1,1.033,Indirect,3.819,0.0138,0.3098,0.6947,0.0004,2,-3.827619,-4.860419,-3.2998913,-4.3326913
1590,SeInGaTe+SInAlSe,2.067,Indirect,3.969,0.3428,0.2091,0.4925,0.1269,6,-4.0253911,-6.0919911,-3.898794,-5.965394
1591,SGaAlSe+TeInGaSe-3,1.014,Direct,3.873,0.3814,0.2273,0.7021,0.0006,5,-4.1018385,-5.1159385,-4.1877491,-5.2018491
1592,SGaAlSe+SGaAlSe-2,2.445,Indirect,3.689,0.1714,0.1655,0.286,0.2806,6,-3.3196111,-5.7643111,-3.3236729,-5.7683729
1593,SGaAlSe+SInGaSe,2.151,Indirect,3.771,0.0129,0.3163,0.4598,0.172,5,-4.6726335,-6.8233335,-3.2722349,-5.4229349
1594,SGaAlSe+TeInAlS,-0.009,Indirect,3.807,0.1363,0.1848,0.7031,0,3,-3.7355156,-3.7267156,-3.6742705,-3.6654705
1595,SGaAlSe+SInAlTe-3,1.759,Indirect,3.85,0.2898,0.002,0.0464,0.5327,2,-3.8381924,-5.5969924,-4.0512907,-5.8100907
1596,SeInGaTe+TeGaAlSe-2,1.895,Direct,4.019,0.3783,0.1148,0.273,0.3335,6,-3.775052,-5.669752,-4.0793054,-5.9740054
1597,SeInGaTe+TeInAlS-2,0.916,Direct,4.031,0.42,0.0589,0.686,0,1,-4.3742612,-5.2904612,-4.3736304,-5.2898304
1598,SGaAlSe+SGaAlTe,1.134,Indirect,3.778,0.0084,0.316,0.5743,0.0003,2,-4.9457027,-6.0792027,-3.2798876,-4.4133876
1599,SeInGaTe+TeGaAlS-1,1.801,Direct,3.975,0.3197,0.1985,0.6675,0.0032,5,-3.7118088,-5.5131088,-3.4186198,-5.2199198
1600,SGaAlTe+TeInAlS-1,0.427,Direct,3.904,0.6949,0.0007,0.6965,0.0008,1,-3.899983,-4.326583,-3.8705252,-4.2971252
1601,SInAlTe+TeGaAlS-1,1.486,Indirect,3.931,0.031,0.3283,0.6764,0.0012,2,-3.4689976,-4.9553976,-3.3944196,-4.8808196
1602,SInAlTe+SInGaSe-1,1.897,Direct,3.939,0.5527,0.0749,0.4371,0.1828,5,-3.8122835,-5.7088835,-3.7459245,-5.6425245
1603,SGaAlTe+TeInAlSe,0.41,Direct,3.965,0.6898,0,0.691,0,1,-4.2485468,-4.6583468,-4.147438,-4.557238
1604,SInAlTe+TeInAlSe-1,1.164,Direct,4.033,0.2361,0.2824,0.6833,0.0014,5,-3.5219212,-4.6861212,-3.4610042,-4.6252042
1605,SInAlSe+TeInAlS-2,-0.143,Direct,3.89,0.6959,0.0005,0.3904,0.087,3,-4.6227018,-4.4797018,-4.6871218,-4.5441218
1606,SInAlTe+TeGaAlS,1.199,Indirect,3.933,0.011,0.3452,0.6772,0,2,-3.7158174,-4.9145174,-3.5979329,-4.7966329
1607,SInAlTe+TeInAlSe,0.841,Indirect,4.036,0.0067,0.3318,0.6852,0,2,-4.4750859,-5.3160859,-3.0321857,-3.8731857
1608,SInAlTe+TeInGaS-1,0.874,Direct,4.006,0.4181,0.2098,0.6883,0.0016,5,-4.1700745,-5.0444745,-4.026778,-4.901178
1609,SGaAlTe+SInGaTe-1,1.869,Direct,3.95,0.0329,0.5575,0.6769,0,2,-3.7093952,-5.5782952,-3.4036548,-5.2725548
1610,SGaAlTe+TeInAlSe-1,0.583,Direct,3.957,0.0395,0.5391,0.6831,0.0071,2,-3.7448451,-4.3282451,-3.699702,-4.283102
1611,SGaAlTe+TeInGaS-1,0.423,Direct,3.927,0.6946,0.0009,0.6962,0.0011,1,-4.4281077,-4.8512077,-4.3151201,-4.7382201
1612,SGaAlTe+SInGaSe-1,2.079,Direct,3.864,0.3599,0.2493,0.3345,0.2736,6,-3.8518476,-5.9312476,-3.3423448,-5.4217448
1613,SInAlTe+TeInAlS-1,0.887,Direct,3.982,0.3128,0.1891,0.6883,0.0015,5,-3.8925081,-4.7797081,-3.230184,-4.117384
1614,SInAlTe+SInGaTe-2,2.066,Indirect,4.018,0.4995,0.1322,0.2352,0.3771,6,-4.2923429,-6.3578429,-4.3296606,-6.3951606
1615,SInAlSe+TeInAlSe-3,1.173,Indirect,3.936,0.3078,0.0315,0.6932,0.0004,1,-3.9903837,-5.1632837,-4.1430226,-5.3159226
1616,SInAlSe+TeGaAlS-2,1.46,Indirect,3.84,0.2033,0.0771,0.6928,0,5,-4.0306244,-5.4901244,-4.1119669,-5.5714669
1617,SGaAlTe+TeInAlS-2,-0.12,Direct,3.903,0.6953,0,0.3834,0.0961,3,-4.4126036,-4.2922036,-5.0081896,-4.8877896
1618,SGaAlTe+TeInAlSe-2,1.003,Direct,3.959,0.2466,0.2811,0.6933,0,5,-4.2592038,-5.2618038,-4.3179804,-5.3205804
1619,SGaAlTe+SInGaSe-3,1.428,Direct,3.861,0.5675,0.0616,0.0008,0.5626,2,-4.3392037,-5.7677037,-4.4649223,-5.8934223
1620,SGaAlTe+TeInAlS,0.324,Direct,3.909,0.6945,0,0.6952,0,1,-3.9669473,-4.2910473,-3.8618281,-4.1859281
1621,SInAlTe+TeInAlSe-2,1.202,Direct,4.029,0.4011,0.0656,0.6862,0,1,-4.36135,-5.56375,-4.4255006,-5.6279006
1622,SInAlTe+TeInAlS-2,0.848,Direct,3.986,0.427,0.0348,0.6903,0,1,-4.5287112,-5.3769112,-4.5850146,-5.4332146
1623,SInAlSe+TeGaAlS,0.636,Indirect,3.843,0.0027,0.3184,0.6915,0,2,-3.9730749,-4.6092749,-3.8492265,-4.4854265
1624,SGaAlTe+TeGaAlSe-1,1.259,Direct,3.906,0.0285,0.5592,0.6804,0.0006,2,-3.9699592,-5.2288592,-3.286604,-4.545504
1625,SInAlTe+TeInGaSe-1,1.104,Direct,4.049,0.3554,0.2555,0.6835,0.0016,5,-3.9780252,-5.0824252,-3.8574656,-4.9618656
1626,SInAlTe+TeInAlS,0.542,Indirect,3.988,0.0147,0.3344,0.6894,0,2,-3.8662258,-4.4077258,-3.716701,-4.258201
1627,SGaAlTe+SInAlTe-1,1.983,Direct,3.946,0.0232,0.5631,0.2574,0.315,5,-3.3426446,-5.3256446,-3.351727,-5.334727
1628,SInAlSe+TeInAlS,0.145,Direct,3.884,0.6967,0,0.6967,0,1,-3.9314494,-4.0765494,-3.8411486,-3.9862486
1629,SGaAlTe+TeGaAlS-1,1.199,Direct,3.861,0.0326,0.5516,0.6879,0.0004,2,-3.8559859,-5.0544859,-3.1617901,-4.3602901
1630,SGaAlTe+SInAlSe,1.95,Indirect,3.849,0.0155,0.3744,0.448,0.1318,5,-4.174247,-6.124347,-3.9866633,-5.9367633
1631,SGaAlTe+TeInGaSe-1,0.661,Direct,3.969,0.0768,0.511,0.6706,0.0184,2,-4.0915747,-4.7521747,-3.9815108,-4.6421108
1632,SInAlTe+TeInGaS-2,0.831,Direct,4.007,0.5332,0.0912,0.6902,0,1,-4.3745059,-5.2052059,-5.7017203,-6.5324203
1633,SInAlTe+TeGaAlSe-2,2.065,Indirect,3.978,0.2835,0.0346,0.6701,0,1,-3.9765819,-6.0416819,-4.0607893,-6.1258893
1634,SInAlSe+SInGaSe-3,1.927,Indirect,3.839,0.5775,0.0509,0.0972,0.5137,2,-4.316924,-6.243624,-4.4642016,-6.3909016
1635,SInAlSe+SInAlTe-3,1.813,Indirect,3.922,0.3519,0.0112,0.0581,0.5375,2,-2.9884738,-4.8018738,-5.1037543,-6.9171543
1636,SGaAlTe+SInAlSe-1,2.068,Indirect,3.852,0.2741,0.0603,0,0.5643,2,-3.3404584,-5.4087584,-3.3486615,-5.4169615
1637,SInAlTe+TeGaAlS-2,1.744,Direct,3.932,0.4256,0.0294,0.6779,0,1,-4.1224239,-5.8663239,-4.1970214,-5.9409214
1638,SGaAlTe+TeGaAlS,0.973,Direct,3.861,0.0217,0.5731,0.6887,0,2,-3.748648,-4.721748,-3.6362223,-4.6093223
1639,Al2STe+In2SeTe,1.708,Direct,4.027,0.3397,0.1843,0.688,0,5,-3.7640184,-5.4721184,-3.8145689,-5.5226689
1640,Al2SSe+InAlS2-3,1.99,Indirect,3.693,0.2922,0.0039,0.0455,0.4286,2,-3.8414882,-5.8311882,-3.9440038,-5.9337038
1641,Al2SSe+SInAlTe-1,2.027,Indirect,3.836,0.2903,0.0012,0.0766,0.4148,2,-3.5379426,-5.5645426,-3.666534,-5.693134
1642,Al2SSe+GaAlS2-2,2.422,Indirect,3.628,0.0148,0.2216,0.4678,0.0846,2,-4.5347169,-6.9566169,-3.7051224,-6.1270224
1643,Al2STe+TeInAlSe-3,1.115,Indirect,3.942,0.1796,0.1122,0.693,0.0003,5,-3.5526257,-4.6672257,-3.5772105,-4.6918105
1644,Al2SSe+InAlSe2-3,2.155,Indirect,3.78,0.3152,0.0173,0.1198,0.3871,5,-3.2447348,-5.3997348,-4.0382914,-6.1932914
1645,Al2STe+Al2STe,1.79,Indirect,3.839,0.2173,0.0167,0.0004,0.5646,2,-3.6410634,-5.4305634,-3.6691413,-5.4586413
1646,Al2SSe+SeInGaS-3,2.377,Indirect,3.743,0.6074,0.0282,0.1825,0.3506,5,-3.8198687,-6.1972687,-3.8215702,-6.1989702
1647,Al2SSe+SInGaSe-1,2.412,Indirect,3.756,0.4136,0.0499,0.1147,0.3925,5,-3.5553754,-5.9671754,-3.6127749,-6.0245749
1648,Al2SSe+In2STe,1.348,Direct,3.895,0.4087,0.1531,0.7017,0,5,-3.6184079,-4.9666079,-3.67391,-5.02211
1649,Al2SSe+GaAlS2-3,2.405,Indirect,3.63,0.2748,0.007,0.1391,0.3511,5,-3.3715768,-5.7762768,-4.05086,-6.45556
1650,Al2SSe+InGaS2-3,2.362,Indirect,3.71,0.6148,0.0214,0.1053,0.3927,5,-3.8206677,-6.1821677,-3.849576,-6.211076
1651,Al2SSe+SeInGaTe-1,2.052,Indirect,3.878,0.1566,0.1593,0.6888,0,5,-3.482342,-5.534542,-3.5464715,-5.5986715
1652,Al2SSe+InAlTe2-3,1.142,Indirect,3.94,0.0367,0.1961,0.693,0.0003,2,-3.4926423,-4.6349423,-3.561342,-4.703642
1653,Al2STe+In2STe,1.509,Direct,3.988,0.5092,0.081,0.6923,0,1,-3.8802113,-5.3894113,-3.945081,-5.454281
1654,Al2SSe+SInGaTe-1,2.073,Indirect,3.843,0.4983,0.0307,0.6947,0,1,-3.4015347,-5.4747347,-3.488009,-5.561209
1655,Al2SSe+Al2STe,1.393,Indirect,3.749,0.0497,0.174,0.5781,0,5,-3.5809908,-4.9742908,-3.7521919,-5.1454919
1656,Al2STe+InAlS2-2,1.612,Indirect,3.784,0.0325,0.2058,0,0.5729,1,-4.1983859,-5.8108859,-4.0766867,-5.6891867
1657,Al2STe+SeInAlS-3,1.311,Indirect,3.821,0.2795,0.0076,0,0.5676,2,-3.7004015,-5.0110015,-3.7553538,-5.0659538
1658,Al2SSe+SeInAlS,1.591,Indirect,3.728,0.0142,0.2152,0.7408,0,2,-4.6069774,-6.1977774,-3.735354,-5.326154
1659,Al2STe+TeInAlS-2,0.421,Indirect,3.893,0.0261,0.2102,0.6988,0,2,-3.9087942,-4.3294942,-3.8440022,-4.2647022
1660,Al2STe+InAlS2,1.64,Indirect,3.782,0.1443,0.1044,0.0001,0.5728,5,-4.2143497,-5.8542497,-4.1242173,-5.7641173
1661,Al2SSe+SeInAlTe,1.902,Indirect,3.869,0.0111,0.2125,0.6543,0.0001,2,-4.6455171,-6.5472171,-3.7731856,-5.6748856
1662,Al2STe+SeGaAlS-2,1.517,Indirect,3.757,0.0181,0.2189,0,0.5768,1,-4.2483881,-5.7653881,-3.4973402,-5.0143402
1663,Al2STe+GaAlS2-2,1.271,Indirect,3.714,0.0019,0.1759,0,0.5831,1,-4.5273995,-5.7980995,-3.5216363,-4.7923363
1664,Al2STe+In2SSe,1.722,Direct,3.912,0.5343,0.059,0.0008,0.5542,2,-3.8872441,-5.6095441,-4.1773624,-5.8996624
1665,Al2SSe+Al2SSe,2.522,Indirect,3.664,0.1251,0.1024,0.2303,0.2408,6,-3.7688247,-6.2909247,-3.7743946,-6.2964946
1666,Al2STe+SeInGaTe-1,2.072,Indirect,3.968,0.4934,0.0377,0.1512,0.3663,5,-3.2349373,-5.3073373,-3.9137787,-5.9861787
1667,Al2SSe+SInAlSe,2.343,Indirect,3.746,0.0157,0.2152,0.3707,0.1876,5,-4.3416865,-6.6849865,-4.2267079,-6.5700079
1668,Al2SSe+TeInGaS-3,0.428,Direct,3.818,0.7054,0.0002,0.7069,0.0002,1,-4.1978162,-4.6261162,-4.1592357,-4.5875357
1669,Al2SSe+TeInGaSe-3,0.828,Indirect,3.861,0.1064,0.1736,0.7035,0.0002,5,-3.8478681,-4.6760681,-3.8374621,-4.6656621
1670,Al2STe+TeInAlSe,0.996,Indirect,3.942,0.023,0.2188,0.6942,0,2,-3.8687729,-4.8650729,-3.8408113,-4.8371113
1671,Al2SSe+Al2SSe-1,2.547,Indirect,3.663,0.0854,0.1434,0.2469,0.2231,6,-3.7687645,-6.3160645,-3.7399042,-6.2872042
1672,Al2SSe+In2SSe,2.354,Indirect,3.824,0.5152,0.0705,0.09,0.4123,2,-3.6633673,-6.0171673,-3.8549792,-6.2087792
1673,Al2SSe+In2SeTe-3,1.14,Indirect,3.929,0.0538,0.193,0.6964,0.0003,5,-3.986904,-5.126404,-3.9434873,-5.0829873
1674,Al2SSe+SGaAlSe-1,2.339,Indirect,3.677,0.3216,0.0099,0.1427,0.352,5,-3.2509501,-5.5895501,-4.0386472,-6.3772472
1675,Al2SSe+GaAlS2,2.43,Indirect,3.626,0.0213,0.2152,0.4432,0.1085,2,-4.487192,-6.917392,-3.757144,-6.187344
1676,Al2SSe+SeGaAlS,2.37,Indirect,3.673,0.0142,0.2185,0.7316,0,2,-4.2291099,-6.5994099,-3.7412568,-6.1115568
1677,Al2SSe+TeGaAlS,0.826,Indirect,3.754,0.0084,0.2181,0.7062,0,2,-3.8431309,-4.6692309,-3.8227219,-4.6488219
1678,Al2STe+TeInAlS,0.438,Direct,3.893,0.6971,0,0.6987,0,1,-4.3847309,-4.8231309,-4.358532,-4.796932
1679,Al2STe+SInAlTe-1,1.712,Indirect,3.924,0.3559,0.0084,0.0009,0.5526,2,-2.9974284,-4.7096284,-4.2414842,-5.9536842
1680,Al2SSe+TeInAlS-3,-0.386,Indirect,3.784,0.2664,0.0408,0.424,0.0404,3,-3.8107229,-3.4246229,-3.8582938,-3.4721938
1681,Al2STe+TeInGaSe-3,1.128,Direct,3.955,0.5236,0.0759,0.6933,0.0003,1,-3.9046959,-5.0329959,-3.8687237,-4.9970237
1682,Al2STe+SInGaSe-1,1.329,Direct,3.85,0.5882,0.0322,0.0005,0.5632,2,-3.7113974,-5.0400974,-4.2997748,-5.6284748
1683,Al2SSe+SeInAlS-3,1.982,Indirect,3.727,0.2894,0.0088,0.7399,0.0003,1,-3.7279433,-5.7096433,-3.8057961,-5.7874961
1684,Al2SSe+In2SeTe,1.387,Direct,3.93,0.1524,0.3379,0.6984,0,5,-3.6555387,-5.0424387,-3.6920688,-5.0789688
1685,Al2SSe+TeInAlSe-3,0.726,Indirect,3.848,0.1248,0.145,0.7026,0.0002,5,-3.587905,-4.313805,-3.6362257,-4.3621257
1686,SInGaSe+TeInGaSe-3,0.833,Direct,3.964,0.1996,0.4306,0.692,0.0014,5,-4.5562052,-5.3897052,-4.5951709,-5.4286709
1687,SInGaSe+TeInGaS-3,0.425,Direct,3.919,0.6943,0.0013,0.696,0.0015,1,-5.0011079,-5.4258079,-5.0240408,-5.4487408
1688,SInGaTe+TeGaAlS,1.449,Indirect,3.943,0.0309,0.5076,0.6755,0,2,-3.660175,-5.109275,-3.5759291,-5.0250291
1689,TeGaAlSe+TeGaAlSe-1,1.926,Indirect,3.944,0.1243,0.1828,0.6752,0,5,-3.6238022,-5.5495022,-3.5954883,-5.5211883
1690,SInGaTe+TeInGaS-1,0.874,Direct,4.012,0.3706,0.2771,0.6875,0.0016,5,-4.3693319,-5.2435319,-4.2629695,-5.1371695
1691,TeGaAlSe+TeInAlSe,1.055,Direct,3.999,0.2348,0.232,0.6884,0,5,-3.8765776,-4.9319776,-3.8144003,-4.8698003
1692,SInGaSe+TeInAlSe-3,0.864,Direct,3.953,0.1098,0.4916,0.691,0.0014,2,-4.1580972,-5.0222972,-4.2562631,-5.1204631
1693,SInGaTe+TeGaAlS-1,1.64,Direct,3.938,0.1633,0.4059,0.6753,0.001,5,-3.7346195,-5.3742195,-3.2369711,-4.8765711
1694,SInGaSe+TeInAlSe-2,0.39,Direct,3.951,0.6919,0,0.6923,0,1,-4.772529,-5.162729,-4.8135054,-5.2037054
1695,SInGaTe+TeInAlS-1,0.886,Direct,3.991,0.2839,0.2477,0.6873,0.0012,5,-3.9365318,-4.8226318,-3.6474314,-4.5335314
1696,TeInAlSe+TeInGaSe-3,0.831,Direct,4.066,0.4648,0.1478,0,0.6819,5,-4.5352916,-5.3663916,-4.5450566,-5.3761566
1697,TeInGaS+TeInGaSe-3,0.132,Direct,4.038,0.3116,0.344,0.4068,0.2562,6,-4.9138402,-5.0454402,-4.8649493,-4.9965493
1698,SInGaSe+TeGaAlS,0.802,Direct,3.855,0.0494,0.5808,0.6899,0,2,-4.1078158,-4.9100158,-4.0424616,-4.8446616
1699,SInGaSe+TeInAlS-2,0.428,Direct,3.908,0.6962,0,0.6975,0,1,-4.5222503,-4.9503503,-4.5520861,-4.9801861
1700,TeInAlSe+TeInAlSe-1,1.146,Direct,4.053,0.1659,0.3083,0.6834,0,5,-4.2083474,-5.3544474,-4.2029183,-5.3490183
1701,SInGaSe+SInGaTe-3,1.805,Direct,3.945,0.1768,0.4629,0.1911,0.4572,6,-3.5257625,-5.3308625,-4.6743467,-6.4794467
1702,TeGaAlSe+TeInAlSe-3,1.274,Direct,3.994,0.3962,0.0723,0.6874,0.0005,1,-3.783203,-5.057103,-3.8421849,-5.1160849
1703,SInGaTe+TeGaAlS-2,1.72,Direct,3.942,0.3996,0.0779,0.676,0,1,-3.8125224,-5.5325224,-4.3289488,-6.0489488
1704,TeGaAlSe+TeInGaS-3,0.869,Direct,3.966,0.5514,0.0937,0.6922,0.0007,1,-4.5231906,-5.3919906,-4.4944851,-5.3632851
1705,SInGaSe+TeInAlS-3,0.155,Direct,3.9,0.4915,0.1266,0.5283,0.104,5,-4.3001405,-4.4555405,-4.4063678,-4.5617678
1706,SInGaTe+TeInAlS-2,0.832,Direct,3.996,0.4064,0.0774,0.6893,0,1,-4.4371716,-5.2690716,-4.4596464,-5.2915464
1707,TeGaAlSe+TeInAlS-2,0.839,Direct,3.95,0.4249,0.0353,0.6938,0,1,-4.011655,-4.850855,-3.9788101,-4.8180101
1708,SInGaSe+TeGaAlS-2,1.23,Direct,3.852,0.081,0.5456,0.6907,0,2,-4.0899898,-5.3199898,-4.1197545,-5.3497545
1709,SInGaSe+TeInAlS,0.428,Direct,3.906,0.6952,0,0.6969,0,1,-4.384443,-4.812943,-3.865063,-4.293563
1710,SInGaTe+TeInGaSe-1,1.068,Direct,4.055,0.2795,0.3536,0.6826,0.0015,5,-4.5704071,-5.6383071,-3.7631184,-4.8310184
1711,TeGaAlSe+TeInAlS,0.764,Direct,3.948,0.3743,0.0865,0.694,0,1,-3.9237339,-4.6876339,-3.8546494,-4.6185494
1712,SInGaTe+TeInAlSe-2,1.129,Direct,4.043,0.3404,0.1686,0.6844,0,5,-4.3377565,-5.4665565,-4.3678293,-5.4966293
1713,TeGaAlSe+TeInAlSe-2,1.181,Direct,3.995,0.2812,0.195,0.6894,0,5,-3.9930742,-5.1742742,-3.730736,-4.911936
1714,SInGaSe+TeGaAlSe-1,1.16,Direct,3.9,0.0591,0.569,0.6814,0.0013,2,-3.9979258,-5.1580258,-3.9881501,-5.1482501
1715,TeGaAlSe+TeInGaS-2,0.804,Direct,3.967,0.5549,0.0739,0.6944,0,1,-4.25719,-5.06169,-4.6647619,-5.4692619
1716,SInGaTe+TeInAlSe-1,1.133,Direct,4.04,0.1896,0.3713,0.6827,0.0013,5,-3.7546814,-4.8872814,-3.7330657,-4.8656657
1717,TeInAlSe+TeInGaS-3,0.471,Direct,4.024,0.4816,0.1496,0.0021,0.6839,5,-4.7907717,-5.2618717,-4.7736464,-5.2447464
1718,TeGaAlSe+TeInAlS-3,0.897,Direct,3.945,0.4168,0.0617,0.6922,0.0005,1,-3.9691801,-4.8662801,-4.0232004,-4.9203004
1719,TeGaAlSe+TeInGaSe-3,1.186,Direct,4.005,0.5386,0.0874,0.688,0.0006,1,-4.2357835,-5.4220835,-4.2342653,-5.4205653
1720,SInGaSe+TeGaAlSe-2,1.268,Direct,3.903,0.0699,0.561,0.682,0,2,-4.2647082,-5.5332082,-4.2967413,-5.5652413
1721,AlTe+Al2SSe,1.874,Indirect,3.889,0.2092,0.0132,0.0001,0.5642,2,-3.7380664,-5.6118664,-3.6787355,-5.5525355
1722,AlTe+TeGaAlSe,1.971,Direct,4.026,0.4364,0.0202,0.3011,0.2033,5,-3.6079403,-5.5788403,-3.5861009,-5.5570009
1723,AlSe+SeInGaTe-1,2.192,Indirect,3.925,0.3071,0.1094,0.1786,0.3632,6,-3.4451401,-5.6371401,-3.5007475,-5.6927475
1724,AlSe+SInGaSe-1,2.167,Indirect,3.811,0.5914,0.0296,0.1135,0.3916,5,-3.7256661,-5.8922661,-3.7712514,-5.9378514
1725,AlSe+TeGaAlS,1.115,Indirect,3.807,0.0192,0.2241,0.6976,0,2,-3.8780958,-4.9926958,-3.624005,-4.738605
1726,AlTe+SInAlTe,2.117,Indirect,4.059,0.0727,0.1803,0.357,0.1733,6,-3.8894327,-6.0063327,-3.7866365,-5.9035365
1727,AlSe+SInGaTe-1,2.244,Indirect,3.894,0.5415,0.0148,0.1174,0.3955,5,-3.393981,-5.637681,-3.4707744,-5.7144744
1728,AlTe+SeInGaS,1.053,Direct,3.988,0.5501,0.0575,0.2551,0.252,5,-4.69968,-5.75308,-4.6140589,-5.6674589
1729,AlTe+SeInAlS,1.839,Indirect,3.965,0.4555,0.0166,0.3279,0.2046,5,-4.2063805,-6.0457805,-4.1337095,-5.9731095
1730,AlTe+SeInAlTe,2.01,Indirect,4.092,0.0457,0.1973,0.3629,0.1617,5,-4.1976246,-6.2078246,-3.3372179,-5.3474179
1731,AlTe+In2SSe,1.379,Indirect,4.053,0.5287,0.0754,0.149,0.3336,5,-4.2655835,-5.6446835,-4.2613482,-5.6404482
1732,AlTe+SeGaAlS,2.046,Direct,3.899,0.5025,0.0147,0.0001,0.5626,2,-4.2030506,-6.2494506,-3.5502253,-5.5966253
1733,AlTe+Al2SeTe,1.952,Indirect,4.024,0.2324,0.021,0.2063,0.2428,5,-3.4669673,-5.4194673,-3.5915835,-5.5440835
1734,AlTe+TeGaAlS,1.803,Direct,3.985,0.4426,0.0119,0.6688,0,1,-3.8766722,-5.6792722,-3.5545029,-5.3571029
1735,AlS+SeInAlTe-1,2.129,Indirect,3.82,0.303,0.0013,0.1108,0.3969,5,-3.1670341,-5.2963341,-4.0911412,-6.2204412
1736,AlSe+Al2STe,1.667,Indirect,3.801,0.1416,0.092,0.5705,0,5,-3.5503952,-5.2177952,-3.6698708,-5.3372708
1737,AlTe+Al2STe,1.99,Indirect,3.981,0.2193,0.0168,0.21,0.2454,5,-3.5961681,-5.5859681,-3.6013107,-5.5911107
1738,AlTe+SInGaSe,1.411,Indirect,3.987,0.55,0.065,0.2626,0.2641,5,-4.4669576,-5.8778576,-4.4224632,-5.8333632
1739,AlSe+SGaAlSe-1,2.231,Indirect,3.725,0.3205,0.0083,0.1399,0.3549,5,-3.2546717,-5.4860717,-4.0079972,-6.2393972
1740,AlSe+TeInAlS,0.226,Direct,3.845,0.7012,0,0.7017,0,1,-4.1362266,-4.3617266,-3.7748683,-4.0003683
1741,AlS+TeGaAlS,0.391,Indirect,3.702,0.0063,0.2058,0.7136,0,2,-3.9105836,-4.3018836,-3.899861,-4.291161
1742,AlTe+TeInAlS,0.974,Direct,4.04,0.4396,0.0171,0.685,0,1,-4.3450218,-5.3194218,-3.8010162,-4.7754162
1743,AlTe+SInAlSe,2.033,Indirect,3.972,0.4732,0.028,0.3437,0.1908,5,-4.0986459,-6.1316459,-4.0091008,-6.0421008
1744,AlS+SInGaSe-1,2.531,Indirect,3.706,0.2658,0.1035,0.1003,0.398,6,-3.5569463,-6.0876463,-3.6213761,-6.1520761
1745,AlTe+GaAlS2,1.811,Direct,3.854,0.5367,0.0166,0.0001,0.5688,2,-4.0603307,-5.8716307,-3.9903091,-5.8016091
1746,AlTe+InAlSe2,1.922,Direct,4.009,0.4503,0.0259,0.3358,0.1903,5,-4.3830645,-6.3046645,-3.5864725,-5.5080725
1747,AlTe+TeInGaS,0.934,Indirect,4.061,0.5466,0.059,0.1938,0.3077,5,-4.506684,-5.440784,-4.5278657,-5.4619657
1748,AlSe+SInAlTe-1,2.006,Indirect,3.885,0.2872,0.0014,0.0856,0.409,2,-3.4535265,-5.4592265,-3.5668826,-5.5725826
