,material,Gap,type_gap,lattice,cbm_up,cbm_down,vbm_up,vbm_down,lexing,form-energy,,
2070,Al2STe+GaAlSe2-2,1.003,Indirect,3.813,0.0149,0.2277,0,0.5688,1,-0.1750188,,
2071,Al2STe+GaAlSe2-3,0.852,Indirect,3.811,0.2432,0.0509,0,0.569,2,-0.18179757,,
2072,Al2STe+GaAlTe2,1.031,Indirect,3.976,0.015,0.2208,0.6693,0.0001,2,-0.06321908,,
2073,Al2STe+GaAlTe2-1,1.353,Indirect,3.98,0.0635,0.1919,0.2467,0.2688,6,-0.0688955,,
2074,Al2STe+GaAlTe2-2,0.931,Indirect,3.98,0.0223,0.2207,0.6686,0,2,-0.04488178,,
2075,Al2STe+GaAlTe2-3,1.233,Indirect,3.985,0.0617,0.1984,0.2903,0.2328,6,-0.04919976,,
2076,Al2STe+In2SeTe,0.924,Direct,4.025,0.3385,0.1845,0.6883,0,5,0.03809782,,
2077,Al2STe+In2SeTe-1,0.914,Direct,4.023,0.2176,0.261,0.6844,0.0033,5,0.03578069,,
2078,Al2STe+In2SeTe-3,0.861,Direct,4.027,0.0974,0.3354,0.6881,0.0004,5,0.05912015,,
2079,Al2STe+In2SSe,0.907,Direct,3.913,0.5411,0.0546,0.001,0.554,2,-0.17291243,,
2080,Al2STe+In2SSe-2,0.976,Direct,3.918,0.5441,0.0579,0,0.554,2,-0.15062942,,
2081,Al2STe+In2SSe-1,1.115,Direct,3.907,0.5084,0.0786,0.0041,0.5531,2,-0.18061926,,
2082,Al2STe+In2SSe-3,1.151,Direct,3.918,0.4864,0.0971,0,0.5542,2,-0.15556004,,
2083,Al2STe+In2STe,0.718,Direct,3.985,0.5198,0.074,0.6927,0,1,-0.04374457,,
2084,Al2STe+In2STe-1,0.708,Direct,3.986,0.3742,0.165,0.6879,0.0032,5,-0.05466905,,
2085,Al2STe+In2STe-2,0.841,Direct,3.995,0.5392,0.0738,0.6912,0,1,-0.02874595,,
2086,Al2STe+In2STe-3,0.701,Direct,3.99,0.254,0.2412,0.6911,0.0003,5,-0.02857445,,
2087,Al2STe+InAlS2,0.809,Indirect,3.782,0.1814,0.0817,0.0002,0.5727,5,-0.16171185,,
2088,Al2STe+InAlS2-1,-0.03,Indirect,3.784,0.2808,0.0022,0.0007,0.5723,3,-0.18495025,,
2089,Al2STe+InAlS2-2,0.875,Indirect,3.785,0.0691,0.1798,0,0.5728,5,-0.13944685,,
2090,Al2STe+InAlS2-3,0.088,Indirect,3.786,0.2801,0.0012,0,0.5726,2,-0.1540719,,
2091,Al2STe+InAlSe2,1.239,Indirect,3.868,0.0566,0.1934,0.0005,0.5604,5,-0.19649431,,
2092,Al2STe+InAlSe2-1,0.816,Indirect,3.868,0.3178,0.007,0.0034,0.5586,2,-0.21278003,,
2093,Al2STe+InAlSe2-2,1.203,Indirect,3.871,0.0325,0.2128,0,0.5606,1,-0.17590303,,
2094,Al2STe+InAlSe2-3,0.877,Indirect,3.873,0.3173,0.004,0,0.5604,2,-0.18593183,,
2095,Al2STe+InAlTe2,0.492,Indirect,4.034,0.0195,0.2178,0.685,0,2,0.06800284,,
2096,Al2STe+InAlTe2-1,0.973,Indirect,4.034,0.0454,0.2039,0.6812,0.0028,2,0.05835367,,
2097,Al2STe+InAlTe2-2,0.432,Direct,4.037,0.0186,0.3826,0.685,0,2,0.08279227,,
2098,Al2STe+InAlTe2-3,0.878,Indirect,4.039,0.0707,0.1964,0.6843,0.0004,5,0.08036441,,
2099,Al2STe+InGaS2,0.368,Direct,3.797,0.6026,0.0286,0.0004,0.5704,2,-0.19264818,,
2100,Al2STe+InGaS2-1,0.157,Direct,3.799,0.5995,0.0365,0.0008,0.57,2,-0.20247791,,
2101,Al2STe+InGaS2-2,0.411,Direct,3.8,0.6105,0.0252,0,0.5706,2,-0.16847918,,
2102,Al2STe+InGaS2-3,0.2,Direct,3.803,0.602,0.0349,0,0.5701,2,-0.17349714,,
2103,Al2STe+InGaSe2,1.028,Direct,3.882,0.5451,0.0599,0.0012,0.5582,2,-0.20198868,,
2104,Al2STe+InGaSe2-1,0.828,Direct,3.882,0.5765,0.0405,0.0033,0.5569,2,-0.20866184,,
2105,Al2STe+InGaSe2-2,1.098,Direct,3.886,0.545,0.0649,0,0.5585,2,-0.18064199,,
2106,Al2STe+InGaSe2-3,0.882,Direct,3.885,0.567,0.0488,0,0.5586,2,-0.18164291,,
2107,Al2STe+InGaTe2,0.777,Indirect,4.041,0.1385,0.1656,0.6859,0,5,0.07262557,,
2108,Al2STe+InGaTe2-1,0.957,Indirect,4.038,0.3058,0.0988,0.6821,0.0032,5,0.06923992,,
2109,Al2STe+InGaTe2-2,0.711,Indirect,4.045,0.1543,0.168,0.6854,0,5,0.08750559,,
2110,Al2STe+InGaTe2-3,0.865,Indirect,4.044,0.2096,0.1465,0.685,0.0004,5,0.09162989,,
2111,Al2STe+SeGaAlS,0.756,Indirect,3.758,0.1177,0.1317,0.0002,0.5762,5,-0.13346849,,
2112,Al2STe+SeGaAlS-1,0.429,Indirect,3.758,0.254,0.0093,0.0008,0.5759,2,-0.1565525,,
2113,Al2STe+SeGaAlS-2,0.785,Indirect,3.759,0.0189,0.2254,0,0.5765,1,-0.11059389,,
2114,Al2STe+SeGaAlS-3,0.542,Indirect,3.762,0.2535,0.0066,0,0.5761,2,-0.1291452,,
2115,Al2STe+SeGaAlTe,1.299,Indirect,3.893,0.0105,0.2262,0.4364,0.11,5,-0.18791477,,
2116,Al2STe+SeGaAlTe-1,1.135,Indirect,3.897,0.3084,0.0531,0.001,0.5562,2,-0.18523492,,
2117,Al2STe+SeGaAlTe-2,1.188,Indirect,3.9,0.0163,0.226,0.4468,0.0982,2,-0.16483042,,
2118,Al2STe+SeGaAlTe-3,1.156,Indirect,3.901,0.2553,0.0833,0,0.5565,5,-0.16539262,,
2119,Al2STe+SeInAlS,0.971,Indirect,3.816,0.1592,0.103,0.0002,0.5678,5,-0.1889851,,
2120,Al2STe+SeInAlS-1,0.412,Indirect,3.816,0.2849,0.0037,0.0031,0.5661,2,-0.21952512,,
2121,Al2STe+SeInAlS-2,1.02,Indirect,3.822,0.0763,0.1751,0,0.5676,5,-0.16808002,,
2122,Al2STe+SeInAlS-3,0.483,Indirect,3.821,0.2844,0.0016,0,0.5676,2,-0.18998461,,
2123,Al2STe+SeInAlTe,1.336,Indirect,3.962,0.0122,0.224,0.3977,0.1591,5,-0.09572082,,
2124,Al2STe+SeInAlTe-1,1.331,Indirect,3.961,0.2971,0.0375,0.0845,0.4035,2,-0.10240311,,
2125,Al2STe+SeInAlTe-2,1.252,Indirect,3.963,0.0197,0.2229,0.3833,0.1712,5,-0.07522751,,
2126,Al2STe+SeInAlTe-3,1.353,Indirect,3.966,0.2118,0.1003,0.1235,0.3788,6,-0.08010827,,
2127,Al2STe+SeInGaS,0.426,Direct,3.835,0.5999,0.0279,0.0004,0.565,2,-0.20777915,,
2128,Al2STe+SeInGaS-1,0.476,Direct,3.834,0.5976,0.0386,0.003,0.5638,2,-0.22701843,,
2129,Al2STe+SeInGaS-2,0.486,Direct,3.842,0.6062,0.0256,0,0.5646,2,-0.18547413,,
2130,Al2STe+SeInGaS-3,0.533,Direct,3.838,0.5921,0.0431,0,0.5652,2,-0.19723115,,
2131,Al2STe+SeInGaTe,1.34,Indirect,3.966,0.052,0.2064,0.6536,0.0177,5,-0.09375774,,
2132,Al2STe+SeInGaTe-1,1.391,Indirect,3.968,0.3808,0.0778,0.1432,0.3731,5,-0.09363792,,
2133,Al2STe+SeInGaTe-2,1.259,Indirect,3.974,0.0713,0.204,0.3777,0.2121,6,-0.07246102,,
2134,Al2STe+SeInGaTe-3,1.311,Indirect,3.971,0.2908,0.1165,0.1938,0.3439,6,-0.0724293,,
2135,Al2STe+SGaAlSe,0.83,Indirect,3.762,0.0353,0.212,0.0004,0.5757,1,-0.15293636,,
2136,Al2STe+SGaAlSe-1,0.305,Indirect,3.763,0.3125,0.011,0.0004,0.5753,2,-0.14954091,,
2137,Al2STe+SGaAlSe-2,0.815,Indirect,3.765,0.0116,0.2325,0,0.5757,1,-0.1281984,,
2138,Al2STe+SGaAlSe-3,0.39,Indirect,3.765,0.3128,0.0083,0,0.5757,2,-0.12444037,,
2139,Al2STe+SGaAlTe,1.17,Indirect,3.848,0.0097,0.2285,0.2655,0.3008,5,-0.21685559,,
2140,Al2STe+SGaAlTe-1,0.659,Direct,3.851,0.5655,0.0208,0.0005,0.5628,2,-0.20030746,,
2141,Al2STe+SGaAlTe-2,1.135,Indirect,3.854,0.0155,0.2278,0.5595,0.0045,2,-0.19048977,,
2142,Al2STe+SGaAlTe-3,0.671,Direct,3.857,0.5752,0.0166,0,0.5626,2,-0.18056236,,
2143,Al2STe+SInAlSe,1.098,Indirect,3.831,0.0681,0.1856,0.0004,0.5657,5,-0.20383194,,
2144,Al2STe+SInAlSe-1,0.452,Indirect,3.836,0.3192,0.0041,0.0008,0.5649,2,-0.21144289,,
2145,Al2STe+SInAlSe-2,1.082,Indirect,3.836,0.0254,0.2184,0,0.5656,1,-0.18191585,,
2146,Al2STe+SInAlSe-3,0.509,Indirect,3.836,0.3184,0.0026,0,0.5655,2,-0.18530234,,
2147,Al2STe+SInAlTe,1.399,Indirect,3.922,0.013,0.2238,0.3733,0.1738,5,-0.15314427,,
2148,Al2STe+SInAlTe-1,1.002,Indirect,3.924,0.3455,0.0141,0.0011,0.5524,2,-0.15196416,,
2149,Al2STe+SInAlTe-2,1.259,Indirect,3.924,0.0158,0.2256,0.4169,0.1351,5,-0.13261775,,
2150,Al2STe+SInAlTe-3,1.085,Indirect,3.931,0.3329,0.0218,0,0.5524,2,-0.13001088,,
2151,Al2STe+SInGaSe,0.96,Direct,3.845,0.5544,0.0573,0.001,0.5634,2,-0.21749118,,
2152,Al2STe+SInGaSe-1,0.52,Direct,3.85,0.5901,0.0306,0.0008,0.563,2,-0.21457425,,
2153,Al2STe+SInGaSe-2,1.037,Direct,3.849,0.5416,0.07,0,0.5638,2,-0.19409921,,
2154,Al2STe+SInGaSe-3,0.578,Direct,3.849,0.5873,0.0352,0,0.5636,2,-0.18898915,,
2155,Al2STe+SInGaTe,1.261,Indirect,3.931,0.0414,0.2118,0.655,0.0212,2,-0.15338549,,
2156,Al2STe+SInGaTe-1,1.163,Direct,3.932,0.5268,0.0678,0.0011,0.5513,2,-0.14573893,,
2157,Al2STe+SInGaTe-2,1.169,Indirect,3.933,0.0564,0.2108,0.6796,0.0003,5,-0.13000119,,
2158,Al2STe+SInGaTe-3,1.231,Indirect,3.938,0.4196,0.0666,0,0.5514,2,-0.12456529,,
2159,Al2STe+TeGaAlS,0.637,Indirect,3.843,0.1352,0.1181,0.6922,0,5,-0.1926655,,
2160,Al2STe+TeGaAlS-1,0.799,Indirect,3.841,0.2513,0.017,0.6745,0.0153,1,-0.22420966,,
2161,Al2STe+TeGaAlS-2,0.612,Indirect,3.847,0.0378,0.2067,0.6911,0,2,-0.17324257,,
2162,Al2STe+TeGaAlS-3,0.792,Indirect,3.844,0.0235,0.2227,0.6917,0.0002,2,-0.19671284,,
2163,Al2STe+TeGaAlSe,0.838,Indirect,3.888,0.0507,0.1956,0.6844,0,5,-0.18099628,,
2164,Al2STe+TeGaAlSe-1,1.082,Indirect,3.89,0.0414,0.2033,0.6652,0.0163,2,-0.19849309,,
2165,Al2STe+TeGaAlSe-2,0.795,Indirect,3.895,0.0301,0.2149,0.6833,0,2,-0.16268336,,
2166,Al2STe+TeGaAlSe-3,0.974,Indirect,3.891,0.0332,0.2158,0.6839,0.0002,2,-0.17318015,,
2167,Al2STe+TeInAlS,-0.023,Indirect,3.885,0.2192,0.0611,0.6724,0.0034,3,-0.17033606,,
2168,Al2STe+TeInAlS-1,0.063,Direct,3.889,0.4234,0.0369,0.6967,0.0024,1,-0.20653457,,
2169,Al2STe+TeInAlS-2,-0.031,Indirect,3.894,0.1358,0.131,0.6996,0,3,-0.15361947,,
2170,Al2STe+TeInAlS-3,0.068,Direct,3.89,0.4117,0.0485,0.6994,0.0002,1,-0.17589355,,
2171,Al2STe+TeInAlSe,0.194,Indirect,3.937,0.0955,0.1647,0.6955,0,5,-0.11707442,,
2172,Al2STe+In2SeTe-2,1.015,Indirect,4.031,0.2512,0.1314,0.6876,0,5,0.05401112,,
2173,SeInAlS+TeInGaS,-0.021,Indirect,3.892,0.6985,0,0.7008,0,3,-0.14642668,,
2174,SeInAlS+TeInGaS-1,-0.018,Indirect,3.884,0.6776,0.0149,0.6999,0.0022,3,-0.1772368,,
2175,SeInAlS+TeInGaS-2,0.007,Indirect,3.895,0.6976,0.0003,0.7007,0,1,-0.12122652,,
2176,SeInAlS+TeInGaS-3,0.002,Direct,3.892,0.6712,0.0157,0.6112,0.051,1,-0.13474745,,
2177,SeInAlS+TeInGaSe,0.004,Indirect,3.941,0.6944,0,0.6869,0.0052,1,-0.08224102,,
2178,SeInAlS+TeInGaSe-1,0.008,Indirect,3.934,0.6933,0.0026,0.6827,0.01,1,-0.09589896,,
2179,SeInAlS+TeInGaSe-2,0.307,Direct,3.944,0.4858,0.1314,0.697,0,5,-0.05455875,,
2180,SeInAlS+TeInGaSe-3,0.296,Direct,3.939,0.3841,0.1972,0.6962,0.0003,5,-0.05480084,,
2181,SeInAlS+SeInAlS,0.571,Indirect,3.8,0.0071,0.2838,0.7341,0,2,-0.19288612,,
2182,SeInAlS+SeInAlS-1,1.124,Indirect,3.801,0.2191,0.0664,0,0.7347,5,-0.17276168,,
2183,SeInAlS+SeInAlS-2,1.191,Indirect,3.799,0.1488,0.1476,0.3822,0.3592,6,-0.22593513,,
2184,SeInAlS+SeInAlTe,0.7,Indirect,3.949,0.0827,0.4281,0.5192,0.0785,2,-0.07002599,,
2185,SeInAlS+SeInAlTe-1,1.141,Indirect,3.946,0.0738,0.4288,0.3046,0.3151,5,-0.07121795,,
2186,SeInAlS+SeInAlTe-2,1.15,Indirect,3.946,0.026,0.4499,0.338,0.2666,5,-0.03745921,,
2187,SeInAlS+SeInAlTe-3,1.257,Indirect,3.95,0.3045,0.0375,0.0757,0.5402,2,-0.04132238,,
2188,SeInAlS+SeInGaS,1.158,Direct,3.819,0.4066,0.1738,0.7336,0.0005,5,-0.20673945,,
2189,SeInAlS+SeInGaS-1,1.158,Direct,3.818,0.3726,0.1999,0.3768,0.3639,6,-0.22721162,,
2190,SeInAlS+SeInGaS-2,0.515,Direct,3.817,0.5983,0.0398,0,0.7331,2,-0.18361689,,
2191,SeInAlS+SeInGaS-3,0.572,Direct,3.817,0.5783,0.0627,0,0.7329,2,-0.19465232,,
2192,SeInAlS+SeInGaTe,0.62,Direct,3.956,0.097,0.4237,0.6734,0.0034,2,-0.06548823,,
2193,SeInAlS+SeInGaTe-1,0.932,Direct,3.958,0.0961,0.4209,0.6749,0.0001,2,-0.06177505,,
2194,SeInAlS+SeInGaTe-2,1.122,Indirect,3.956,0.0459,0.4404,0.3214,0.3234,5,-0.03253421,,
2195,SeInAlS+SeInGaTe-3,1.237,Indirect,3.955,0.0995,0.4094,0.139,0.4937,5,-0.02926801,,
2196,SeInAlS+SGaAlSe,1.022,Indirect,3.742,0.0058,0.2931,0.517,0.0703,2,-0.17742016,,
2197,SeInAlS+SGaAlSe-1,1.098,Indirect,3.748,0.0402,0.2662,0.0008,0.7377,1,-0.17201713,,
2198,SeInAlS+SGaAlSe-2,1.047,Indirect,3.746,0.0228,0.2706,0,0.7391,1,-0.1527498,,
2199,SeInAlS+SGaAlSe-3,0.524,Indirect,3.746,0.3173,0.0089,0,0.7387,2,-0.14680175,,
2200,SeInAlS+SGaAlTe,0.56,Indirect,3.836,0.0045,0.2828,0.5646,0.0024,2,-0.2142432,,
2201,SeInAlS+SGaAlTe-1,1.241,Indirect,3.834,0.0681,0.2412,0.5663,0.0007,5,-0.1956431,,
2202,SeInAlS+SGaAlTe-2,1.189,Direct,3.834,0.1134,0.3806,0.5665,0.0002,5,-0.18461736,,
2203,SeInAlS+SGaAlTe-3,0.685,Direct,3.835,0.5677,0.0289,0,0.7315,2,-0.17284303,,
2204,SeInAlS+SInAlSe,1.079,Indirect,3.816,0.0067,0.2832,0.5288,0.0824,2,-0.20475424,,
2205,SeInAlS+SInAlSe-1,1.265,Indirect,3.818,0.2289,0.0937,0.0029,0.7299,5,-0.21099054,,
2206,SeInAlS+SInAlSe-2,1.225,Indirect,3.815,0.0538,0.235,0,0.7335,1,-0.18193984,,
2207,SeInAlS+SInAlSe-3,0.533,Indirect,3.818,0.3222,0.0038,0,0.7323,2,-0.18126748,,
2208,SeInAlS+SInAlTe,0.794,Direct,3.91,0.0587,0.4389,0.553,0.0043,2,-0.13236437,,
2209,SeInAlS+SInAlTe-1,1.334,Indirect,3.91,0.0873,0.4083,0.2372,0.3773,5,-0.12580025,,
2210,SeInAlS+SInAlTe-2,1.276,Indirect,3.911,0.0278,0.4464,0.3487,0.2476,5,-0.10331149,,
2211,SeInAlS+SInAlTe-3,0.936,Indirect,3.913,0.3483,0.0136,0,0.7239,2,-0.10101334,,
2212,SeInAlS+SInGaSe,1.161,Indirect,3.83,0.0142,0.2792,0.5496,0.1295,2,-0.21624737,,
2213,SeInAlS+SInGaSe-1,1.278,Direct,3.827,0.3337,0.222,0.0035,0.729,5,-0.21021396,,
2214,SeInAlS+SInGaSe-2,1.046,Direct,3.829,0.4653,0.1412,0,0.7319,5,-0.18869593,,
2215,SeInAlS+SInGaSe-3,0.644,Direct,3.829,0.5736,0.0535,0,0.7315,2,-0.18174944,,
2216,SeInAlS+SInGaTe,0.525,Direct,3.917,0.0812,0.4268,0.6801,0.0032,2,-0.13179147,,
2217,SeInAlS+SInGaTe-1,1.029,Direct,3.918,0.1173,0.3955,0.682,0.0001,5,-0.11835898,,
2218,SeInAlS+SInGaTe-2,1.066,Direct,3.916,0.0614,0.4266,0.6821,0.0003,2,-0.09979511,,
2219,SeInAlS+SInGaTe-3,1.215,Indirect,3.916,0.4655,0.0593,0,0.7234,2,-0.09268332,,
2220,SeInAlS+TeGaAlS,-0.009,Indirect,3.826,0.0067,0.281,0.6948,0,3,-0.19059323,,
2221,SeInAlS+TeGaAlS-1,0.206,Indirect,3.824,0.0079,0.2812,0.6934,0.0022,2,-0.22650926,,
2222,SeInAlS+TeGaAlS-2,0.635,Indirect,3.824,0.1446,0.1383,0.6954,0,5,-0.16837909,,
2223,SeInAlS+TeGaAlS-3,0.757,Indirect,3.824,0.2658,0.0038,0.6948,0.0002,1,-0.19292389,,
2224,SeInAlS+TeGaAlSe,0.146,Direct,3.875,0.0531,0.4375,0.6867,0,2,-0.16860979,,
2225,SeInAlS+TeGaAlSe-1,0.399,Direct,3.871,0.0514,0.4373,0.6855,0.0026,2,-0.18750626,,
2226,SeInAlS+TeGaAlSe-2,0.813,Direct,3.876,0.0327,0.4418,0.6866,0,2,-0.14228197,,
2227,SeInAlS+TeGaAlSe-3,1.018,Direct,3.874,0.0639,0.408,0.6868,0.0002,2,-0.15375233,,
2228,SeInAlS+TeInAlS,-0.176,Indirect,3.865,0.0618,0.2335,0.6986,0,3,-0.17268798,,
2229,SeInAlS+TeInAlS-1,-0.041,Indirect,3.873,0.0201,0.269,0.6995,0.0022,3,-0.20080942,,
2230,SeInAlS+TeInAlS-2,-0.026,Indirect,3.876,0.2637,0.0375,0.6473,0.0166,3,-0.13418534,,
2231,SeInAlS+TeInAlS-3,0.008,Direct,3.875,0.3766,0.0941,0.7004,0.0002,1,-0.15555253,,
2232,SeInAlS+TeInAlSe,-0.092,Indirect,3.92,0.0167,0.2708,0.6951,0,3,-0.1032967,,
2233,SeInAlS+TeInAlSe-1,0.001,Direct,3.924,0.586,0.0728,0.195,0.3306,5,-0.11803612,,
2234,SeInAlS+TeInAlSe-2,0.071,Direct,3.927,0.0493,0.4326,0.6965,0,2,-0.06784408,,
2235,SeInAlS+TeInAlSe-3,0.343,Direct,3.926,0.1869,0.2889,0.6956,0.0002,5,-0.07653016,,
2236,SeInAlTe+TeInGaS-1,0.316,Direct,4.044,0.4846,0.1549,0.6844,0.0026,5,-0.23109375,,
2237,SeInAlTe+TeInGaS-2,0.243,Indirect,4.046,0.5498,0.0754,0.149,0.4517,5,-0.19665463,,
2238,SeInAlTe+TeInGaS-3,0.461,Direct,4.04,0.5499,0.1051,0.6825,0.003,1,-0.22454376,,
2239,SeInAlTe+TeInGaSe,0.467,Direct,4.082,0.5652,0.0623,0.6826,0,1,-0.23592393,,
2240,SeInAlTe+TeInGaSe-1,0.489,Direct,4.084,0.4688,0.1557,0.6802,0.0029,5,-0.24497283,,
2241,SeInAlTe+TeInGaSe-2,0.471,Indirect,4.081,0.548,0.074,0.2202,0.3965,5,-0.22343081,,
2242,SeInAlTe+TeInGaSe-3,0.63,Direct,4.08,0.5486,0.0938,0.678,0.0034,1,-0.23477383,,
2243,SeInAlTe+SeInAlTe,1.113,Indirect,4.087,0.0144,0.3114,0.4987,0.0937,2,-0.22717256,,
2244,SeInAlTe+SeInAlTe-1,1.507,Indirect,4.079,0.1506,0.1687,0.3072,0.2858,6,-0.21577866,,
2245,SeInAlTe+SeInAlTe-2,1.353,Indirect,4.085,0.3048,0.2744,0.2946,0.3077,6,-0.23886605,,
2246,SeInAlTe+SeInGaS,0.762,Indirect,3.966,0.6024,0.031,0.4154,0.2337,5,-0.09294408,,
2247,SeInAlTe+SeInGaS-1,0.88,Indirect,3.972,0.5478,0.0963,0.5141,0.1528,5,-0.1154734,,
2248,SeInAlTe+SeInGaS-2,0.383,Indirect,3.97,0.5497,0.0769,0.1261,0.4736,5,-0.08833094,,
2249,SeInAlTe+SeInGaS-3,0.645,Indirect,3.969,0.5402,0.1126,0.1452,0.4694,5,-0.11255223,,
2250,SeInAlTe+SeInGaTe,1.072,Indirect,4.09,0.2475,0.3519,0.5114,0.1429,6,-0.23961432,,
2251,SeInAlTe+SeInGaTe-1,1.149,Indirect,4.097,0.393,0.2163,0.4044,0.2379,6,-0.24133989,,
2252,SeInAlTe+SeInGaTe-2,1.204,Indirect,4.087,0.4962,0.1195,0.2765,0.3498,5,-0.22658388,,
2253,SeInAlTe+SeInGaTe-3,0.986,Indirect,4.091,0.5392,0.0812,0.1451,0.4637,5,-0.2288108,,
2254,SeInAlTe+SGaAlSe,1.196,Indirect,3.887,0.0024,0.2998,0.5352,0.0531,2,0.12800133,,
2255,SeInAlTe+SGaAlSe-1,1.137,Indirect,3.889,0.554,0.0302,0.3636,0.235,5,0.13012464,,
2256,SeInAlTe+SGaAlSe-2,1.267,Direct,3.883,0.5516,0.036,0.0001,0.6632,2,0.13062176,,
2257,SeInAlTe+SGaAlSe-3,0.481,Direct,3.889,0.5432,0.0444,0.0002,0.6513,2,0.13202695,,
2258,SeInAlTe+SGaAlTe,1.011,Indirect,3.978,0.0174,0.3344,0.5318,0.0428,2,-0.13628882,,
2259,SeInAlTe+SGaAlTe-1,0.969,Indirect,3.982,0.5646,0.0186,0.301,0.2915,5,-0.11970803,,
2260,SeInAlTe+SGaAlTe-2,1.256,Indirect,3.975,0.541,0.0546,0.4304,0.1533,5,-0.12742421,,
2261,SeInAlTe+SGaAlTe-3,0.579,Indirect,3.981,0.5558,0.0282,0.1051,0.4772,2,-0.11151965,,
2262,SeInAlTe+SInAlSe,1.37,Indirect,3.961,0.027,0.3195,0.518,0.0868,2,-0.0793063,,
2263,SeInAlTe+SInAlSe-1,1.132,Indirect,3.963,0.4602,0.058,0.2554,0.3477,5,-0.09077792,,
2264,SeInAlTe+SInAlSe-2,1.302,Indirect,3.956,0.4709,0.037,0.2815,0.3194,5,-0.07471955,,
2265,SeInAlTe+SInAlSe-3,0.692,Indirect,3.96,0.454,0.0676,0.062,0.528,2,-0.08593734,,
2266,SeInAlTe+SInAlTe,1.157,Indirect,4.045,0.0149,0.3197,0.509,0.0791,2,-0.21466426,,
2267,SeInAlTe+SInAlTe-1,1.304,Indirect,4.052,0.4824,0.1115,0.2416,0.3505,5,-0.21719475,,
2268,SeInAlTe+SInAlTe-2,1.561,Indirect,4.045,0.4384,0.1493,0.3139,0.2767,6,-0.20585548,,
2269,SeInAlTe+SInAlTe-3,0.915,Indirect,4.05,0.5358,0.0612,0.0772,0.506,2,-0.20653786,,
2270,SeInAlTe+SInGaSe,0.966,Indirect,3.974,0.5495,0.0799,0.5144,0.1451,5,-0.12331814,,
2271,SeInAlTe+SInGaSe-1,0.903,Indirect,3.975,0.5648,0.068,0.3936,0.2532,5,-0.12005213,,
2272,SeInAlTe+SInGaSe-2,0.769,Indirect,3.973,0.5564,0.0754,0.2075,0.4115,5,-0.11665315,,
2273,SeInAlTe+SInGaSe-3,0.536,Indirect,3.974,0.5282,0.1059,0.0962,0.5033,2,-0.11781556,,
2274,SeInAlTe+SInGaTe,1.107,Indirect,4.056,0.2814,0.325,0.5512,0.105,5,-0.23310274,,
2275,SeInAlTe+SInGaTe-1,1.137,Indirect,4.06,0.5365,0.096,0.3335,0.2972,5,-0.22409992,,
2276,SeInAlTe+SInGaTe-2,1.211,Indirect,4.06,0.5438,0.0927,0.2678,0.3542,5,-0.21982375,,
2277,SeInAlTe+SInGaTe-3,0.807,Indirect,4.056,0.57,0.0637,0.1073,0.4902,2,-0.21450302,,
2278,SeInAlTe+TeGaAlS,0.987,Indirect,3.969,0.0663,0.2648,0.6713,0,5,-0.08544225,,
2279,SeInAlTe+TeGaAlS-1,1.048,Direct,3.967,0.3481,0.1458,0.6699,0.003,5,-0.12104405,,
2280,SeInAlTe+TeGaAlS-2,1.052,Direct,3.965,0.4426,0.0136,0.6724,0,1,-0.08018789,,
2281,SeInAlTe+TeGaAlS-3,1.181,Direct,3.965,0.4315,0.0499,0.6575,0.0129,1,-0.11289701,,
2282,SeInAlTe+TeGaAlSe,1.078,Indirect,4.015,0.0286,0.3067,0.6635,0,2,-0.17725431,,
2283,SeInAlTe+TeGaAlSe-1,1.246,Direct,4.013,0.3103,0.1945,0.6616,0.0036,5,-0.1958791,,
2284,SeInAlTe+TeGaAlSe-2,1.249,Indirect,4.011,0.4342,0.0289,0.2623,0.3266,5,-0.16734741,,
2285,SeInAlTe+TeGaAlSe-3,1.172,Indirect,4.012,0.4298,0.0477,0.1863,0.4039,5,-0.1853156,,
2286,SeInAlTe+TeInAlS,0.22,Direct,4.019,0.4361,0.0381,0.6873,0,1,-0.16939664,,
2287,SeInAlTe+TeInAlS-1,0.29,Direct,4.02,0.3822,0.1115,0.6851,0.0021,5,-0.209224,,
2288,SeInAlTe+TeInAlS-2,0.215,Direct,4.016,0.4421,0.0184,0.6876,0,1,-0.16050763,,
2289,SeInAlTe+TeInAlS-3,0.402,Direct,4.017,0.4253,0.0696,0.6831,0.0026,1,-0.19938454,,
2290,SeInAlTe+TeInAlSe,0.449,Direct,4.069,0.3498,0.1484,0.6821,0,5,-0.21817442,,
2291,SeInAlTe+TeInAlSe-1,0.526,Direct,4.068,0.3512,0.1356,0.6798,0.0027,5,-0.24024127,,
2292,SeInAlTe+TeInAlSe-2,0.51,Direct,4.065,0.4249,0.0326,0.6827,0,1,-0.2055922,,
2293,SeInAlTe+TeInAlSe-3,0.643,Direct,4.066,0.4161,0.0629,0.6779,0.0032,1,-0.22912019,,
2294,SeInAlTe+TeInGaS,0.255,Direct,4.041,0.6115,0.0227,0.687,0,1,-0.20536938,,
2295,SeInGaS+TeInAlSe,-0.086,Indirect,3.945,0.0688,0.5935,0.6941,0,3,-0.13891611,,
2296,SeInGaS+TeInAlSe-1,0.019,Indirect,3.949,0.6902,0.0021,0.6495,0.0395,1,-0.15624078,,
2297,SeInGaS+TeInAlSe-2,-0.098,Indirect,3.94,0.6818,0.0061,0.6935,0,3,-0.12324748,,
